 Begin Bound-State Code

 INSTRUCTION : OUT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3                           


 INSTRUCTION : ROT 3 3 1                                                                       


 INSTRUCTION : PARITY +1                                                                       


 INSTRUCTION : POT SPNOFF                                                                      

 **** Calculate multichannel bound-states ****
 

 Subroutine POT for atom atom Collisions has been called.  POT Currently Setup For:
     LA2= 2     SA2= 1     IA2= 3     LB2= 0     SB2=JB2= 1     IB2= 3

 Parity of atom A ((-1)**IPARA):-1     Parity of atom B ((-1)**IPARB): 1


 LMOL=.FALSE.  Therefore Scattering Calculations will be done in the Hund's case(e) representation.

 IDENT=.TRUE.  This Program Assumes that you have Identical Nuclei dissociating to Different Fragment
Electronic States that are g/u symmetrized.
 
 dipole strength:    8.93800000000000     


  The ZERO of Energy is taken at the BARYCENTER of the JA2=  1  atom plus the  2S atom.
     USE FA2_ZERO and FB2_ZERO to shift to a Hyperfine ASYMPTOTE and USE EZERO for an arbitrary shift relative to an asymptote


  
      NMX =                   216
       E0 =   6.312104876887246E-006  a0^{-2} to a.u.
  HARTREE =    219474.630680000       a.u. to cm^{-1}
      GHz =    6579683.90001994       a.u. to GHz

 INSTRUCTION : DIAG 100 5000 2                                                                 

 100.000 -2.623683706081E+00 -1.270183933656E+00 -2.879351981408E-02  1.348524957082E+00  2.343219131256E+02  2.346174156818E+02  2.356617697477E+02  2.356652632801E+02  2.371593577936E+02  2.380028912914E+02  2.395911724982E+02  2.395948489287E+02  2.406905178139E+02
 102.000 -2.472697683269E+00 -1.192012507875E+00 -2.499449544207E-02  1.276062277634E+00  2.345095311817E+02  2.347922808983E+02  2.357745547681E+02  2.357782799368E+02  2.371817565387E+02  2.379764959122E+02  2.394748918782E+02  2.394814562184E+02  2.405148416780E+02
 104.000 -2.333157317737E+00 -1.119893553326E+00 -2.164315315724E-02  1.208929496904E+00  2.346829627025E+02  2.349540085513E+02  2.358787866469E+02  2.358827550641E+02  2.372026113338E+02  2.379522209440E+02  2.393672905861E+02  2.393769227960E+02  2.403524754852E+02
 106.000 -2.204001849815E+00 -1.053248749391E+00 -1.867370030912E-02  1.146652492783E+00  2.348435176502E+02  2.351038093722E+02  2.359752550003E+02  2.359794787413E+02  2.372220521696E+02  2.379298569274E+02  2.392677578824E+02  2.392802137682E+02  2.402021836096E+02
 108.000 -2.084286598095E+00 -9.915653866689E-01 -1.603068777778E-02  1.088806174855E+00  2.349923635879E+02  2.352427625508E+02  2.360646632711E+02  2.360691548923E+02  2.372401970086E+02  2.379092192256E+02  2.391755798871E+02  2.391905800497E+02  2.400628657493E+02
 110.000 -1.973168397169E+00 -9.343877758516E-01 -1.366722891417E-02  1.035008771709E+00  2.351305434093E+02  2.353718320784E+02  2.361476394949E+02  2.361524120522E+02  2.372571529668E+02  2.378901446256E+02  2.390900951693E+02  2.391073794599E+02  2.399335399253E+02
 112.000 -1.869893088074E+00 -8.813099275851E-01 -1.154354988565E-02  9.849168491531E-01  2.352589905897E+02  2.354918808141E+02  2.362247455550E+02  2.362298126228E+02  2.372730173860E+02  2.378724884668E+02  2.390107073777E+02  2.390300441329E+02  2.398133278811E+02
 114.000 -1.773784741258E+00 -8.319692942710E-01 -9.625805437019E-03  9.382209589695E-01  2.353785423426E+02  2.356036826252E+02  2.362964851635E+02  2.363018608537E+02  2.372878788001E+02  2.378561222043E+02  2.389368813983E+02  2.389580672151E+02  2.397014425074E+02
 116.000 -1.684236346448E+00 -7.860414024714E-01 -7.885108068863E-03  8.946418322779E-01  2.354899509989E+02  2.357079328924E+02  2.363633107592E+02  2.363690097405E+02  2.373018178068E+02  2.378409313361E+02  2.388681371382E+02  2.388909943144E+02  2.395971769815E+02
 118.000 -1.600701748366E+00 -7.432352349345E-01 -6.296729471634E-03  8.539270439136E-01  2.355938938742E+02  2.358052576232E+02  2.364256294876E+02  2.364316670054E+02  2.373149078507E+02  2.378268136314E+02  2.388040433747E+02  2.388284168945E+02  2.394998953614E+02
 120.000 -1.522688643645E+00 -7.032892457541E-01 -4.839441513366E-03  8.158480847304E-01  2.356909818466E+02  2.358962213776E+02  2.364838083967E+02  2.364902002926E+02  2.373272159255E+02  2.378136776133E+02  2.387442121731E+02  2.387699668069E+02  2.394090244204E+02
 122.000 -1.449752484245E+00 -6.659679120673E-01 -3.494970689416E-03  7.801977877168E-01  2.357817668318E+02  2.359813341766E+02  2.365381789641E+02  2.365449416954E+02  2.373388032045E+02  2.378014412536E+02  2.386882939484E+02  2.387153116333E+02  2.393240465393E+02
 124.000 -1.381491157343E+00 -6.310587418748E-01 -2.247545143922E-03  7.467880614549E-01  2.358667483113E+02  2.360610575374E+02  2.365890410487E+02  2.365961917078E+02  2.373497256057E+02  2.377900308481E+02  2.386359731294E+02  2.386641506657E+02  2.392444935059E+02
 126.000 -1.317540332089E+00 -5.983696708190E-01 -1.083517470890E-03  7.154478909706E-01  2.359463790485E+02  2.361358097587E+02  2.366366663500E+02  2.366442226837E+02  2.373600342972E+02  2.377793800432E+02  2.385869643621E+02  2.386162114110E+02  2.391699410923E+02
 128.000 -1.257569380543E+00 -5.677267916247E-01  8.950246369645E-06  6.860215715807E-01  2.360210701017E+02  2.362059705571E+02  2.366813014421E+02  2.366892818705E+02  2.373697761510E+02  2.377694289921E+02  2.385410091852E+02  2.385712465361E+02  2.391000043026E+02
 130.000 -1.201277794225E+00 -5.389723688620E-01  1.040150120649E-03  6.583671460902E-01  2.360911952333E+02  2.362718851448E+02  2.367231704410E+02  2.367315940752E+02  2.373789941481E+02  2.377601236210E+02  2.384978731137E+02  2.385290311898E+02  2.390343331986E+02
 132.000 -1.148392029471E+00 -5.119630991040E-01  2.019049773628E-03  6.323550197479E-01  2.361570947932E+02  2.363338678204E+02  2.367624773540E+02  2.367713640140E+02  2.373877277428E+02  2.377514149888E+02  2.384573430792E+02  2.384893606475E+02  2.389726092262E+02
 134.000 -1.098662724667E+00 -4.865685826947E-01  2.953478528429E-03  6.078667308314E-01  2.362190791466E+02  2.363922051401E+02  2.367994081536E+02  2.368087783848E+02  2.373960131879E+02  2.377432587281E+02  2.384192251777E+02  2.384520482350E+02  2.389145419749E+02
 136.000 -1.051862240695E+00 -4.626699784596E-01  3.850284413402E-03  5.847938577085E-01  2.362774317067E+02  2.364471587203E+02  2.368341326121E+02  2.368440077008E+02  2.374038838261E+02  2.377356145546E+02  2.383833426836E+02  2.384169234942E+02  2.388598663152E+02
 138.000 -1.007782482914E+00 -4.401588169703E-01  4.715466840212E-03  5.630370457622E-01  2.363324116210E+02  2.364989677213E+02  2.368668059273E+02  2.368772079150E+02  2.374113703521E+02  2.377284458367E+02  2.383495342974E+02  2.383838305592E+02  2.388083398630E+02
 140.000 -9.662329688864E-01 -4.189359515469E-01  5.554288955137E-03  5.425051397508E-01  2.363842561567E+02  2.365478510510E+02  2.368975701660E+02  2.369085218626E+02  2.374185010459E+02  2.377217192161E+02  2.383176525938E+02  2.383526267157E+02  2.387597407322E+02
 142.000 -9.270391110527E-01 -3.989106291979E-01  6.371372968178E-03  5.231144090623E-01  2.364331828216E+02  2.365940093240E+02  2.369265555484E+02  2.369380805441E+02  2.374253019834E+02  2.377154042732E+02  2.382875626474E+02  2.383231811212E+02  2.387138655362E+02
 144.000 -8.900406877734E-01 -3.799996662292E-01  7.170781190966E-03  5.047878549247E-01  2.364793912535E+02  2.366376266052E+02  2.369538815924E+02  2.369660042674E+02  2.374317972238E+02  2.377094732311E+02  2.382591408112E+02  2.382953736649E+02  2.386705276101E+02
 146.000 -8.550904797869E-01 -3.621267153941E-01  7.956085052827E-03  4.874545900428E-01  2.365230649064E+02  2.366788719651E+02  2.369796581357E+02  2.369924036690E+02  2.374380089791E+02  2.377039006935E+02  2.382322736310E+02  2.382690939521E+02  2.386295554258E+02
 148.000 -8.220530521779E-01 -3.452216132768E-01  8.730423986722E-03  4.710492823234E-01  2.365643725571E+02  2.367179008689E+02  2.370039862493E+02  2.370173806260E+02  2.374439577644E+02  2.376986634109E+02  2.382068568765E+02  2.382442403963E+02  2.385907911755E+02
