 Begin Bound-State Code

 INSTRUCTION : OUT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3                           


 INSTRUCTION : ROT 2 2 1                                                                       


 INSTRUCTION : PARITY -1                                                                       


 INSTRUCTION : POT SPNOFF                                                                      

 **** Calculate multichannel bound-states ****
 

 Subroutine POT for atom atom Collisions has been called.  POT Currently Setup For:
     LA2= 2     SA2= 1     IA2= 3     LB2= 0     SB2=JB2= 1     IB2= 3

 Parity of atom A ((-1)**IPARA):-1     Parity of atom B ((-1)**IPARB): 1


 LMOL=.FALSE.  Therefore Scattering Calculations will be done in the Hund's case(e) representation.

 IDENT=.TRUE.  This Program Assumes that you have Identical Nuclei dissociating to Different Fragment
Electronic States that are g/u symmetrized.
 
 dipole strength:    8.93800000000000     


  The ZERO of Energy is taken at the BARYCENTER of the JA2=  1  atom plus the  2S atom.
     USE FA2_ZERO and FB2_ZERO to shift to a Hyperfine ASYMPTOTE and USE EZERO for an arbitrary shift relative to an asymptote


  
      NMX =                   216
       E0 =   6.312104876887246E-006  a0^{-2} to a.u.
  HARTREE =    219474.630680000       a.u. to cm^{-1}
      GHz =    6579683.90001994       a.u. to GHz

 INSTRUCTION : DIAG 100 5000 2                                                                 

 100.000 -2.625134394080E+00 -1.431464698708E+00 -1.305366366771E+00 -1.302651923753E+00 -3.085832197609E-02 -2.614562675579E-02  1.317305323039E+00  2.616224267644E+00  2.343032278496E+02  2.345067883005E+02  2.345838568327E+02  2.346028175688E+02  2.356320911910E+02  2.356341763658E+02  2.356741006694E+02  2.371749967304E+02  2.380166856781E+02  2.380239755497E+02  2.380992615247E+02  2.395633386651E+02  2.395663200650E+02  2.395924468232E+02  2.406603348452E+02  2.408814324744E+02
 102.000 -2.474240049830E+00 -1.353402936507E+00 -1.227411870553E+00 -1.224499922042E+00 -2.707638137499E-02 -2.219491288162E-02  1.244887423319E+00  2.466024632616E+00  2.344897168569E+02  2.346817764161E+02  2.347581168402E+02  2.347781441621E+02  2.357449335027E+02  2.357471638477E+02  2.357838742421E+02  2.371971147953E+02  2.379899732772E+02  2.379976727140E+02  2.380728174273E+02  2.394503684396E+02  2.394535443319E+02  2.394757674742E+02  2.404841858854E+02  2.406930790425E+02
 104.000 -2.334795535614E+00 -1.281397134360E+00 -1.155520451310E+00 -1.152398932538E+00 -2.376264256437E-02 -1.868719428998E-02  1.177801808367E+00  2.327165159280E+00  2.346619931412E+02  2.348436390189E+02  2.349192275070E+02  2.349403440689E+02  2.358492251201E+02  2.358516089893E+02  2.358855970795E+02  2.372176751070E+02  2.379653704758E+02  2.379734914739E+02  2.380484862910E+02  2.393459362338E+02  2.393493167784E+02  2.393680919884E+02  2.403213275370E+02  2.405190290577E+02
 106.000 -2.205740206462E+00 -1.214869032426E+00 -1.089114200686E+00 -1.085770388906E+00 -2.084843996922E-02 -1.555674710580E-02  1.115574440477E+00  2.198599825859E+00  2.348213696566E+02  2.349935858349E+02  2.350684001657E+02  2.350906267020E+02  2.359457558894E+02  2.359483018951E+02  2.359799909519E+02  2.372368069975E+02  2.379426679758E+02  2.379512222847E+02  2.380260586728E+02  2.392492503261E+02  2.392528466785E+02  2.392685672211E+02  2.401705243354E+02  2.403579582172E+02
 108.000 -2.086129495237E+00 -1.153305977812E+00 -1.027680836062E+00 -1.024101318128E+00 -1.827605932070E-02 -1.274820669685E-02  1.057780316353E+00  2.079396312300E+00  2.349690172088E+02  2.351326949226E+02  2.352067146363E+02  2.352300698688E+02  2.360352295534E+02  2.360379465196E+02  2.360677023604E+02  2.372546277448E+02  2.379216813271E+02  2.379306804062E+02  2.380053499118E+02  2.391596046153E+02  2.391634290971E+02  2.391764374297E+02  2.400306762389E+02  2.402086868900E+02
 110.000 -1.975120349873E+00 -1.096252334520E+00 -9.707651099476E-01 -9.669357492597E-01 -1.599681995095E-02 -1.021478740899E-02  1.004037754097E+00  1.968721849292E+00  2.351059821454E+02  2.352619290273E+02  2.353351355654E+02  2.353596361327E+02  2.361182745197E+02  2.361211714339E+02  2.361493113830E+02  2.372712437541E+02  2.379022475312E+02  2.379117025040E+02  2.379861967343E+02  2.390763676654E+02  2.390804338641E+02  2.390910321767E+02  2.399008016366E+02  2.400701619636E+02
 112.000 -1.871958723247E+00 -1.043302164255E+00 -9.179614903081E-01 -9.138673932660E-01 -1.396951987194E-02 -7.916833691709E-03  9.540034111173E-01  1.865831042830E+00  2.352332015622E+02  2.353821496661E+02  2.354545264890E+02  2.354801868989E+02  2.361954531136E+02  2.361985390826E+02  2.362253393769E+02  2.372867516275E+02  2.378842221721E+02  2.378941437786E+02  2.379684543845E+02  2.389989731991E+02  2.390032957980E+02  2.390117563945E+02  2.397800227552E+02  2.399414412461E+02
 114.000 -1.775968795503E+00 -9.940929690802E-01 -8.689079027369E-01 -8.645333848698E-01 -1.215916996133E-02 -5.820636617525E-03  9.073679325763E-01  1.770055369643E+00  2.353515164099E+02  2.354941292918E+02  2.355656619698E+02  2.355924945743E+02  2.362672695511E+02  2.362705537646E+02  2.362962556983E+02  2.373012391303E+02  2.378674769826E+02  2.378778755295E+02  2.379519941914E+02  2.389269118089E+02  2.389315056042E+02  2.389380826525E+02  2.396675530908E+02  2.398216800270E+02
 116.000 -1.686543663220E+00 -9.483003246039E-01 -8.232803631580E-01 -8.186089151261E-01 -1.053595954124E-02 -3.897463785072E-03  8.638521444503E-01  1.680794090133E+00  2.354616828199E+02  2.355985618250E+02  2.356692380997E+02  2.356972530919E+02  2.363341768269E+02  2.363376685325E+02  2.363624835757E+02  2.373147860603E+02  2.378518977741E+02  2.378627830820E+02  2.379367014976E+02  2.388597237335E+02  2.388646003522E+02  2.388695462376E+02  2.395626865523E+02  2.397101194663E+02
 118.000 -1.603137274337E+00 -9.056332627150E-01 -7.807883600510E-01 -7.758026137428E-01 -9.074407925951E-03 -2.122761429872E-03  8.232037175938E-01  1.597506367368E+00  2.355643819181E+02  2.356960717981E+02  2.357658816108E+02  2.357950870425E+02  2.363965826823E+02  2.364002911737E+02  2.364244052516E+02  2.373274650300E+02  2.378373826671E+02  2.378487640162E+02  2.379224738899E+02  2.387969926841E+02  2.388021509851E+02  2.388057450812E+02  2.394647880590E+02  2.396060765375E+02
